A,Z,HL,E,I
181,82,0.045,7065,100
183,82,0.415,6704,98
183,82,0.415,6868,2.5
183,82,0.535,6576,24
183,82,0.535,6777,66
185,82,6.3,6288,19
185,82,6.3,6486,15
185,82,6.3,6548,0.2
186,82,4.82,5988,0.03
186,82,4.82,6014,0.08
186,82,4.82,6331,40
187,82,15.2,5993,2.8
187,82,15.2,6194,4.2
187,82,18.3,6077,12.0
188,82,25.1,5614,0.093
188,82,25.1,5633,0.0088
188,82,25.1,5983,9.2
190,82,71,5060,5.6E-5
190,82,71,5181,3.4E-4
190,82,71,5581,0.40
191,82,79.8,5290,0.013
202,82,1.657E12,2545,1
210,82,7.00579E8,3720,1.9E-6
186,83,0.0098,7263,100
186,83,0.0098,7369,1.0
187,83,2.9E-4,7721,50
188,83,0.06,6889,0.33
188,83,0.06,6992,97.70
188,83,0.06,7106,2.05
188,83,0.265,6813,91.2
188,83,0.265,6995,1.4
188,83,0.265,7232,4.1
188,83,0.265,7302,3.3
189,83,0.005,7114,10
189,83,0.005,7294,73
189,83,0.674,6550,0.9
189,83,0.674,6670.9,71
189,83,0.674,6833,1.0
189,83,0.674,7115,4.5
190,83,6.2,6456,68
190,83,6.2,6734,1.01
190,83,6.2,6819,1.15
191,83,0.125,6871,68
192,83,34.6,6060,12
192,83,34.6,6245,0.36
192,83,39.6,6052,9
192,83,39.6,6081,0.65
192,83,39.6,6253,0.054
192,83,39.6,6348,0.23
193,83,3.2,6475,84
193,83,63.6,5899,2.1
193,83,63.6,6174,0.09
194,83,95,5645,0.46
194,83,95,5799,0.0027
194,83,115,5335,3.0E-4
194,83,115,5599,0.18
194,83,115,5660,0.0040
194,83,115,5781,0.0054
194,83,115,5892,0.007
195,83,87,5772,0.05
195,83,87,6106,33
195,83,183,5420,0.027
195,83,183,5713,0.0027
196,83,240,5112,3.8E-4
196,83,307.8,5153,0.0012
197,83,302.4,5776,6.E+1
199,83,1482,5484,0.0100
201,83,3546,5240,0.30
210,83,433036.8,4656,7.9E-5
210,83,433036.8,4694,5.3E-5
210,83,9.594E13,4100,0.002
210,83,9.594E13,4230,8E-4
210,83,9.594E13,4268,0.006
210,83,9.594E13,4420,0.21
210,83,9.594E13,4568,3.9
210,83,9.594E13,4582,1.4
210,83,9.594E13,4909,39.5
210,83,9.594E13,4946,55
211,83,128.4,5299.4,9.E-4
211,83,128.4,6278.2,16.19
211,83,128.4,6622.9,83.54
212,83,1500,5750,0.47
212,83,1500,6010,5.0
212,83,1500,6300,26.0
212,83,1500,6340,35.0
212,83,3633,5302,4.0E-5
212,83,3633,5345,3.6E-4
212,83,3633,5481,0.004672
212,83,3633,5607,0.4061
212,83,3633,5626,0.05643
212,83,3633,5768,0.6110
212,83,3633,6050.78,25.13
212,83,3633,6089.88,9.75
213,83,2735.4,5549,0.15
213,83,2735.4,5869,1.94
214,83,1194,4941,5.3E-5
214,83,1194,5023,4.4E-5
214,83,1194,5184,1.28E-4
214,83,1194,5273,0.00122
214,83,1194,5452,0.0113
214,83,1194,5516,0.0082
188,84,2.8E-4,7353,20
188,84,2.8E-4,7911,80
189,84,0.0035,7259,80
189,84,0.0035,7309,12
189,84,0.0035,7532,8
190,84,0.00245,6896,0.30
190,84,0.00245,7012,3.3
190,84,0.00245,7537,96.4
191,84,0.022,6966,7.9
191,84,0.022,7334,76
191,84,0.022,7336,14.9
191,84,0.093,6790,0.5
191,84,0.093,6815,9.6
191,84,0.093,6888,36
191,84,0.093,6909,3.7
191,84,0.093,7376,45.7
192,84,0.0332,6416,0.7
192,84,0.0332,6611,1.43
192,84,0.0332,7167,97.3
193,84,0.245,6375,0.8
193,84,0.245,7002,99
193,84,0.37,6420,0.7
193,84,0.37,6948,99
194,84,0.392,6194,0.22
194,84,0.392,6843,93
195,84,1.92,6050,0.18
195,84,1.92,6699,90
195,84,4.64,6606,75
196,84,5.6,5687,0.003
196,84,5.6,5769,0.0207
196,84,5.6,6521.9,94
197,84,53.6,6281,44
198,84,106.2,5270,7.6E-4
198,84,106.2,6182.0,57.0
199,84,250.2,6059,39
199,84,328.2,5952,12.0
200,84,690,5861.9,11.1
201,84,534,5786,2.9
201,84,918,5599,0.032
201,84,918,5683,1.6
202,84,2676,5588.1,1.92
203,84,2202,5383,0.110
203,84,2202,5388,0.00110
204,84,12708,5377.1,0.660
205,84,6264,5220,0.040
206,84,760320.0000000001,5223.7,5.45
207,84,20880,5115.4,0.0210
208,84,9.145E7,4220,2.4E-4
208,84,9.145E7,5114.9,99.9958
209,84,3.219E9,4110,5.6E-4
209,84,3.219E9,4310,1.5E-4
209,84,3.219E9,4622,0.551
209,84,3.219E9,4883,79
209,84,3.219E9,4885,19.7
210,84,1.196E7,4516.58,0.00104
210,84,1.196E7,5304.33,100
211,84,0.516,5848.2,8.1E-4
211,84,0.516,6568.3,0.537
211,84,0.516,6891.5,0.546
211,84,0.516,7450.3,98.916
212,84,1.71E-8,10180,42
212,84,2.99E-7,8784.86,100
212,84,45.1,8525,2.05
212,84,45.1,9102,1.00
212,84,45.1,11660,96.83
213,84,4.2E-6,7614,0.0048
213,84,4.2E-6,8375.9,100
214,84,1.643E-4,6609.8,6.0E-5
214,84,1.643E-4,6902.2,0.0104
214,84,1.643E-4,7686.82,99.9895
215,84,0.00178,6519,3.0E-4
215,84,0.00178,6589,0.0020
215,84,0.00178,6636,3.0E-4
215,84,0.00178,6671,8.E-4
215,84,0.00178,6754,8.E-4
215,84,0.00178,6802,0.0016
215,84,0.00178,6819,4.0E-4
215,84,0.00178,6950.1,0.0220
215,84,0.00178,6954,0.060
215,84,0.00178,7386.1,99.999770
216,84,0.145,5985,0.0019
216,84,0.145,6778.3,99.9981
217,84,1.46,6537,95
218,84,185.88,5181,**********
218,84,185.88,6002.35,99.9789
191,85,0.0017,7552,100
191,85,0.0021,7653,98
191,85,0.0021,7715,2.0
193,85,0.021,7325,98
193,85,0.021,7423,2.0
193,85,0.028,7235,100
195,85,0.147,7075,92.7
195,85,0.147,7221,4.4
195,85,0.328,6953,94
196,85,0.387,7049,94
197,85,0.388,6959,100
197,85,2,6705,100
198,85,4.1,6360,0.33
198,85,4.1,6753,97
199,85,7.03,6643,90
200,85,3.5,6536.9,10.5
200,85,43,6464.6,57
200,85,47,6306,0.073
200,85,47,6411.8,43
200,85,47,6575,0.36
201,85,83,6342,59
202,85,0.46,6227,0.096
202,85,182,6134.6,8.7
202,85,184,5929,0.015
202,85,184,6070,0.074
202,85,184,6227.7,37
203,85,444,6087,27
204,85,553.2,5950.3,3.91
205,85,1614,5902,10.0
206,85,1836,5702.6,0.86
206,85,1836,5734,0.010
206,85,1836,5767,0.021
206,85,1836,5774,0.008
207,85,6480,5758,8.6
208,85,5868,5586,0.0048
208,85,5868,5626,0.0118
208,85,5868,5640.3,0.53
209,85,19476,5647,4.1
210,85,29160,5175,3.7E-4
210,85,29160,5242,0.0016
210,85,29160,5361.1,0.049
210,85,29160,5386,0.0081
210,85,29160,5442.0,0.050
210,85,29160,5456,7.0E-4
210,85,29160,5465.5,0.0126
210,85,29160,5524.0,0.053
211,85,25970.4,4895.4,2.0E-5
211,85,25970.4,4997,4.2E-4
211,85,25970.4,5141,0.00104
211,85,25970.4,5210.0,0.0038
211,85,25970.4,5869.5,41.80
212,85,0.119,6812.9,0.36
212,85,0.119,6947.4,0.052
212,85,0.119,7022,0.130
212,85,0.119,7251.1,0.38
212,85,0.119,7272.1,0.36
212,85,0.119,7298.7,0.070
212,85,0.119,7388.0,0.350
212,85,0.119,7826.7,67.6
212,85,0.119,7888.0,30.7
212,85,0.314,6621.8,0.135
212,85,0.314,6758.1,0.070
212,85,0.314,6798,0.048
212,85,0.314,7049.1,0.400
212,85,0.314,7079.8,0.590
212,85,0.314,7168.2,0.150
212,85,0.314,7607.9,15.4
212,85,0.314,7669.3,83.2
213,85,1.25E-7,9080,100
214,85,5.58E-7,8270,0.32
214,85,5.58E-7,8480,0.58
214,85,5.58E-7,8507,0.15
214,85,5.58E-7,8819,98.95
214,85,7.6E-7,8390,0.18
214,85,7.6E-7,8620,0.3
214,85,7.6E-7,8782,99.18
215,85,1E-4,7610,0.050
215,85,1E-4,8026,99.950
216,85,1E-4,7960,100
216,85,3E-4,7240,0.06
216,85,3E-4,7317,0.085
216,85,3E-4,7394,0.27
216,85,3E-4,7470,0.5
216,85,3E-4,7556,0.07
216,85,3E-4,7560,0.10
216,85,3E-4,7593,0.16
216,85,3E-4,7610,0.10
216,85,3E-4,7689,1.40
216,85,3E-4,7802,97.5
217,85,0.0323,6037,1.0E-3
217,85,0.0323,6322.0,0.0050
217,85,0.0323,6484.7,0.0210
217,85,0.0323,6813.8,0.036
217,85,0.0323,7066.9,99.89
218,85,1.5,6653,6.394
218,85,1.5,6693,89.91
218,85,1.5,6756,3.596
220,85,222.6,5943,8.0
195,86,0.005,7555,99.80
195,86,0.006,7536,99.75
196,86,0.0044,7462,99.80
197,86,0.021,7357,100
197,86,0.066,7260,100
198,86,0.065,6893,0.070
198,86,0.065,7205,99.3
199,86,0.31,7060,97
199,86,0.59,6989,94
200,86,0.96,6355,0.0079
200,86,0.96,6454,0.0059
200,86,0.96,6902,98
201,86,3.8,6773,90
201,86,7.1,6590,2.0
201,86,7.1,6725,78
202,86,9.7,5841,0.0014
202,86,9.7,6639.5,78
203,86,26.9,6550.3,78
203,86,44,6428.6,1.7
203,86,44,6499,64
205,86,170,6128,0.012
205,86,170,6261.4,24.2
205,86,170,6268,0.39
206,86,340.2,6259.7,63
207,86,555,6000,0.021
207,86,555,6072,0.139
207,86,555,6131,21
208,86,1461,5469.1,0.029
208,86,1461,6140.1,62
209,86,1728,5660,0.0041
209,86,1728,5887,0.037
